3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
9.448818897637800696e-02 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01
9.448818897637800696e-02 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.600000000000000000e+01 1.046511627906980130e-01 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 1.046511627906980130e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 1.046511627906980130e-01 5.600000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 5.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 1.046511627906980130e-01 5.600000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 4.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.400000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 4.300000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.400000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 1.046511627906980130e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 4.800000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.400000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.200000000000000000e+01 2.900000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
3.543307086614169710e-02 1.046511627906980130e-01 5.900000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 6.300000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 1.046511627906980130e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.300000000000000000e+01 2.400000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 4.600000000000000000e+01 2.300000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.800000000000000000e+01 2.600000000000000000e+01 0.000000000000000000e+00 4.900000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 1.046511627906980130e-01 5.900000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 4.500000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
3.543307086614169710e-02 0.000000000000000000e+00 5.600000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.800000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.400000000000000000e+01 0.000000000000000000e+00 4.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.200000000000000000e+01 2.000000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+01 2.600000000000000000e+01 8.759689922480620172e-01 5.200000000000000000e+01
9.448818897637800696e-02 8.759689922480620172e-01 6.300000000000000000e+01 2.200000000000000000e+01 8.759689922480620172e-01 5.400000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 8.759689922480620172e-01 5.600000000000000000e+01
9.448818897637800696e-02 0.000000000000000000e+00 3.700000000000000000e+01 2.300000000000000000e+01 8.759689922480620172e-01 6.200000000000000000e+01
3.543307086614169710e-02 8.759689922480620172e-01 6.200000000000000000e+01 2.900000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 5.600000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 8.759689922480620172e-01 6.200000000000000000e+01 2.100000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.900000000000000000e+01 2.500000000000000000e+01 0.000000000000000000e+00 3.700000000000000000e+01
